1997
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
SAVA,0.0,0.011307367424,0.022108219392,0.173644709888,0.482928132096,0.00045760864,0.000827809024,18.200135729152,0.225773944832,0.0002576752,0.030409494528,0.099564814336,0.018619846656,0.247635132416,19.513670500448324
BORF,0.003197784576,0.0,0.0,0.0,0.0,0.0,0.0,0.000442949792,0.0,0.000611288512,0.0,0.0,0.0,0.0,0.004252022999130617
TEMF,0.005959801344,0.004475283456,0.0,0.0,0.04562358272,1.2728104e-05,2.5072394e-05,0.0,0.003197804032,0.002043267072,0.214626320384,0.01843172352,0.0,0.046548660224,0.34094424132030615
DEFO,0.0,0.0,0.002639395072,0.023980904448,0.100983922688,0.0,0.0,0.651038425088,0.000120604408,0.0,0.007096320512,0.022393872384,0.000124304328,0.0056259712,0.814003734482918
PEAT,7.1363336e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.136333654665623e-05
AGRI,7.828576e-06,0.044473532416,0.042476433408,0.012520777728,0.085369659392,0.001227727104,0.002347396352,1.262078263296,0.044199968768,0.000853637248,0.036826509312,0.036214054912,0.00670710784,0.00318054272,1.5791686355664063
All sources,8.256071478405909,3.5379717689278434,4.548545113842282,3.5880663308517704,29.921476510652433,1.5468835971812445,0.24708398864140882,61.59683331132092,91.59350005121838,45.916909368609275,15.659601174074224,11.285305500732493,4.58126313731522,9.231088965773331,291.9470631797225

2009
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
SAVA,0.0,0.002959379456,0.016710243328,0.445090430976,0.34289942528,0.000147505872,0.00059201056,17.635007791104,0.211633618944,9.561009e-06,0.009860562944,0.312970510336,0.023776565248,1.015444209664,20.017254655188907
BORF,0.000161029264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000365250784,0.0,0.0,0.0,0.0005262800496565241
TEMF,0.000706303808,0.002208390656,0.0,0.0,0.016426754048,6.1803336e-05,0.0,0.0,0.000940052352,0.0,0.026299963392,0.011378394112,0.0,0.223531859968,0.281553531795812
DEFO,0.0,0.0,0.006333990912,0.071684685824,0.009899536384,0.0,0.0,0.661909733376,0.0,0.0,0.0,0.2531835904,0.001564178432,0.0208909312,1.025466617829918
PEAT,2.4785125e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.478512537811026e-06
AGRI,0.0,0.016756796416,0.039179546624,0.038157238272,0.071640031232,0.000612128384,0.000768366144,1.443592667136,0.023855491072,0.0,0.010728914944,0.234749263872,0.008040030208,0.00608465408,1.9005438246534159
All sources,10.767712349889415,2.42795661052527,5.320211727028968,3.9295988746967865,16.157629070068154,0.9414525941248586,0.4401239783954214,53.83062585797966,91.24041564400574,16.899277359105916,13.57433182487033,19.105726247350702,54.99507745625769,15.247621492198821,304.9724152620612

2010
BONA,TENA,CEAM,NHSA,SHSA,EURO,MIDE,NHAF,SHAF,BOAS,TEAS,SEAS,EQAS,AUST,Global
SAVA,3.90424325e-06,0.02127290368,0.0378289152,0.090204495872,0.374020636672,0.000291138592,0.0063161728,15.27915741184,0.304003088384,0.0,0.029722826752,0.11514097664,0.0213425664,0.083382198272,16.362953573983315
BORF,0.001225687168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000296814976,0.0,0.0,0.0,0.0,0.001522502173905866
TEMF,0.0019098208,0.005223266816,0.000302361472,0.0,0.056696111104,0.0,0.025470892032,0.0,0.001386694144,0.0,0.073930170368,0.010876694528,0.0,0.02140468224,0.1972006989860213
DEFO,0.0,0.0,0.005578394112,0.000237407952,0.017570258944,0.0,0.0,0.558464827392,0.05088518144,0.0,0.005501422592,0.322315845632,0.0,0.0,0.960553313624839
PEAT,1.8260716e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8260715078841295e-05
AGRI,0.0,0.074093010944,0.06393980928,0.00721265408,0.05144438784,0.001428592512,0.004991853568,1.248037306368,0.022484840448,0.0,0.029561274368,0.075365220352,0.008334363136,0.002393767424,1.590902907895568
All sources,19.329582336304668,2.8593414695393147,3.2294447630669536,4.6406241410251186,92.4541125023982,0.9211700639014037,0.46155774043649933,49.408470641281355,98.45332111993947,21.91930541546013,9.906894862892143,23.746055711554476,3.189434363024213,5.723289724697024,336.30865416767983

2011
